loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
1562,4, Graduate, Yes,3100000,8100000,12,730,6300000,4500000,9000000,4500000, Approved
1563,1, Graduate, Yes,7600000,19300000,20,835,5800000,2300000,22000000,8200000, Approved
1564,3, Not Graduate, Yes,500000,1700000,2,811,500000,500000,1400000,200000, Approved
1565,2, Not Graduate, No,2700000,5900000,14,662,3200000,1600000,7300000,3800000, Approved
1566,2, Not Graduate, Yes,3500000,13300000,4,420,6400000,1700000,8000000,2300000, Approved
1567,5, Not Graduate, No,3700000,11700000,4,413,8400000,5500000,12000000,2700000, Approved
1568,2, Not Graduate, Yes,5600000,20000000,10,367,13700000,5000000,19100000,6000000, Rejected
1569,5, Not Graduate, Yes,4800000,16400000,14,390,8400000,2400000,9500000,4000000, Rejected
1570,4, Not Graduate, Yes,5200000,12200000,2,602,10300000,800000,20500000,7700000, Approved
1571,3, Graduate, No,2900000,11500000,16,843,2300000,2600000,10700000,4300000, Approved
1572,1, Graduate, No,2700000,6800000,20,713,500000,3300000,6100000,1900000, Approved
1573,3, Graduate, No,5000000,16200000,8,591,1900000,3400000,14000000,5000000, Approved
1574,2, Not Graduate, Yes,2700000,9400000,14,701,400000,3400000,9900000,1900000, Approved
1575,4, Not Graduate, Yes,2800000,10000000,12,655,4900000,3600000,8500000,3300000, Approved
1576,3, Not Graduate, Yes,7300000,20000000,18,720,15500000,9900000,23000000,9800000, Approved
1577,0, Graduate, Yes,5900000,15100000,10,794,6000000,4300000,14900000,5400000, Approved
1578,0, Graduate, No,8100000,21300000,2,392,14200000,6600000,31500000,11000000, Rejected
1579,3, Graduate, Yes,1900000,7100000,6,583,400000,2800000,6500000,2000000, Approved
1580,5, Graduate, No,1800000,6800000,18,457,2200000,1100000,3800000,1400000, Rejected
1581,0, Not Graduate, Yes,7600000,17800000,14,570,15200000,12100000,21500000,9900000, Approved
1582,1, Graduate, No,9100000,30100000,14,890,17800000,12400000,32500000,7500000, Approved
1583,2, Not Graduate, Yes,5300000,12300000,14,472,10000000,1600000,20400000,3300000, Rejected
1584,2, Not Graduate, No,3700000,10900000,12,788,1700000,700000,12200000,2600000, Approved
1585,0, Not Graduate, No,9500000,35300000,6,605,10000000,12700000,31100000,7000000, Approved
1586,3, Graduate, No,8300000,30500000,10,473,13300000,9400000,23300000,11800000, Rejected
1587,5, Graduate, No,6400000,21500000,16,728,300000,5200000,17400000,9600000, Approved
1588,5, Graduate, Yes,5300000,17800000,16,505,9200000,8500000,14600000,4100000, Rejected
1589,0, Graduate, Yes,5600000,19300000,6,407,3400000,3600000,14200000,8400000, Rejected
1590,1, Graduate, Yes,900000,1700000,18,464,1300000,0,1900000,700000, Rejected
1591,0, Graduate, Yes,2400000,7200000,20,514,4100000,2100000,6700000,1800000, Rejected
1592,1, Graduate, No,9500000,23000000,10,627,28500000,11500000,21700000,9100000, Approved
1593,2, Not Graduate, Yes,7400000,14900000,20,627,15900000,10100000,19000000,10300000, Approved
1594,4, Not Graduate, Yes,1500000,3200000,10,858,1500000,0,4700000,1700000, Approved
1595,3, Graduate, Yes,8800000,30200000,8,607,13600000,12700000,21500000,5900000, Approved
1596,5, Not Graduate, Yes,4900000,14300000,4,663,8500000,6100000,19600000,5500000, Approved
1597,1, Not Graduate, Yes,8100000,26900000,6,522,23000000,2100000,18700000,4200000, Rejected
1598,2, Not Graduate, Yes,2300000,9100000,20,610,3700000,600000,7800000,3400000, Approved
1599,5, Not Graduate, Yes,3000000,6600000,16,462,5500000,3500000,9100000,3600000, Rejected
1600,2, Not Graduate, Yes,3900000,9300000,8,591,10900000,2700000,9600000,3300000, Approved
1601,4, Graduate, Yes,1700000,6500000,20,636,1700000,900000,6200000,2300000, Approved
1602,0, Not Graduate, Yes,2100000,4900000,10,359,1000000,800000,6100000,1000000, Rejected
1603,4, Graduate, Yes,9700000,25000000,4,542,9800000,12000000,29300000,13400000, Rejected
1604,5, Not Graduate, Yes,3500000,11800000,4,642,2300000,2900000,11900000,3600000, Approved
1605,5, Not Graduate, Yes,1500000,5500000,4,414,800000,1400000,2900000,1200000, Approved
1606,3, Not Graduate, Yes,8800000,26200000,20,865,19300000,9800000,27700000,12500000, Approved
1607,3, Graduate, No,900000,3100000,10,369,1400000,100000,1700000,500000, Rejected
1608,0, Graduate, Yes,3500000,10800000,14,838,4700000,6800000,13900000,1700000, Approved
1609,5, Not Graduate, No,5500000,21200000,4,582,12100000,8300000,17100000,3100000, Approved
1610,5, Not Graduate, Yes,9800000,23200000,10,416,11000000,17300000,21600000,8500000, Rejected
1611,5, Graduate, No,2100000,5500000,20,705,5400000,1400000,4600000,1200000, Approved
1612,0, Graduate, No,1800000,5700000,18,306,500000,700000,5600000,1700000, Rejected
1613,5, Graduate, Yes,5800000,13000000,8,851,6700000,8700000,17700000,4100000, Approved
1614,5, Graduate, No,6700000,17200000,18,613,9700000,6800000,24600000,7100000, Approved
1615,3, Graduate, No,4300000,16300000,10,366,6900000,6700000,12300000,5500000, Rejected
1616,1, Graduate, No,1200000,2800000,12,431,900000,400000,2900000,900000, Rejected
1617,5, Not Graduate, Yes,9700000,25900000,2,754,9000000,10000000,28500000,6700000, Approved
1618,5, Graduate, Yes,5400000,11200000,10,447,300000,7900000,21400000,6000000, Rejected
1619,1, Not Graduate, Yes,5300000,14100000,14,510,13300000,10400000,18900000,7800000, Rejected
1620,1, Graduate, No,7300000,24200000,20,324,12900000,3700000,18400000,9000000, Rejected
1621,5, Graduate, No,9500000,19200000,2,523,13500000,1500000,21000000,6700000, Rejected
1622,0, Not Graduate, Yes,7200000,15600000,2,362,2700000,2400000,20800000,5900000, Rejected
1623,3, Graduate, Yes,9000000,32900000,6,657,9900000,600000,29200000,12000000, Approved
1624,5, Not Graduate, No,6500000,23300000,12,790,600000,9700000,15500000,9500000, Approved
1625,1, Graduate, Yes,9500000,30500000,18,500,1300000,3300000,20500000,5500000, Rejected
1626,2, Not Graduate, Yes,9900000,33200000,4,465,26300000,17000000,24400000,5000000, Approved
1627,4, Not Graduate, No,2900000,8700000,6,409,3700000,5500000,8200000,2200000, Rejected
1628,4, Graduate, Yes,700000,1800000,20,626,500000,600000,1400000,300000, Approved
1629,5, Not Graduate, No,4200000,13400000,16,545,9800000,8200000,12500000,3500000, Rejected
1630,3, Not Graduate, No,4200000,11400000,10,654,8800000,400000,16200000,5700000, Approved
1631,0, Not Graduate, No,7600000,26500000,6,515,6200000,14900000,22000000,4000000, Rejected
1632,2, Graduate, Yes,7100000,18800000,12,838,1100000,5200000,16600000,4900000, Approved
1633,1, Not Graduate, Yes,4700000,16000000,14,406,4000000,5300000,14300000,3300000, Rejected
1634,0, Graduate, Yes,9800000,23200000,10,573,23900000,3300000,23600000,14600000, Approved
1635,0, Graduate, Yes,9800000,38700000,2,611,6600000,10400000,33000000,6000000, Approved
1636,0, Not Graduate, No,5100000,13400000,16,649,6800000,1600000,15700000,3900000, Approved
1637,0, Not Graduate, Yes,3300000,7700000,12,775,8200000,2100000,7400000,4200000, Approved
1638,3, Graduate, No,4500000,12500000,12,469,4100000,7600000,14200000,3400000, Rejected
1639,0, Graduate, Yes,3900000,12800000,18,587,4500000,5300000,12600000,5000000, Approved
1640,3, Graduate, Yes,3200000,9900000,10,316,9100000,5500000,8800000,3600000, Rejected
1641,2, Graduate, No,3200000,10400000,10,556,8200000,5600000,11500000,4500000, Approved
1642,2, Not Graduate, No,9600000,31200000,12,578,9900000,2200000,26500000,13500000, Approved
1643,2, Not Graduate, Yes,8700000,18900000,2,554,3900000,1900000,18000000,11500000, Approved
1644,2, Not Graduate, Yes,1900000,6800000,6,892,2600000,2200000,6400000,900000, Approved
1645,2, Not Graduate, Yes,2900000,10200000,10,315,8100000,400000,6500000,1600000, Rejected
1646,0, Not Graduate, No,6200000,12900000,10,695,1900000,3700000,22200000,4200000, Approved
1647,0, Not Graduate, No,5900000,20300000,4,806,300000,3700000,16400000,4800000, Approved
1648,4, Not Graduate, Yes,3200000,12800000,8,638,4300000,2600000,8000000,3800000, Approved
1649,1, Not Graduate, Yes,1300000,5000000,4,610,3400000,800000,4500000,900000, Approved
1650,2, Not Graduate, Yes,1300000,3200000,4,810,3800000,2100000,4300000,800000, Approved
1651,1, Graduate, No,8700000,33200000,4,866,19600000,15900000,23700000,10500000, Approved
1652,3, Not Graduate, No,6300000,23800000,10,760,12700000,1300000,18400000,8800000, Approved
1653,3, Graduate, No,4300000,11200000,6,556,11000000,4300000,14500000,5100000, Approved
1654,3, Not Graduate, Yes,6400000,23500000,12,684,17200000,10300000,25300000,7400000, Approved
1655,5, Not Graduate, Yes,7700000,25800000,18,578,5000000,7700000,27200000,10600000, Approved
1656,2, Not Graduate, No,6900000,23900000,12,814,13000000,1900000,26600000,6000000, Approved
1657,0, Not Graduate, No,4200000,14800000,20,510,9200000,5700000,11900000,2600000, Rejected
1658,4, Not Graduate, No,3900000,9000000,2,674,8700000,5700000,14000000,3100000, Approved
1659,0, Graduate, Yes,2000000,4900000,14,570,3800000,300000,6600000,1300000, Approved
1660,1, Not Graduate, No,500000,1700000,2,680,700000,800000,1400000,700000, Approved
1661,0, Graduate, No,3500000,8800000,12,803,5400000,300000,8400000,3400000, Approved
1662,2, Not Graduate, Yes,3100000,10700000,16,357,9200000,1900000,7700000,3800000, Rejected
1663,3, Not Graduate, Yes,4900000,19000000,4,575,14100000,9100000,16500000,4600000, Approved
1664,1, Not Graduate, No,1000000,3600000,4,546,2500000,0,2600000,500000, Approved
1665,2, Graduate, No,6700000,21400000,8,370,3200000,11800000,20100000,8600000, Rejected
1666,1, Graduate, No,4100000,9400000,6,713,0,1000000,11100000,3100000, Approved
1667,4, Not Graduate, Yes,1600000,3800000,2,896,1200000,400000,4800000,2000000, Approved
1668,3, Graduate, Yes,2400000,9200000,14,626,300000,3600000,8500000,2000000, Approved
1669,0, Graduate, No,2200000,6400000,4,854,900000,1600000,6500000,1300000, Approved
1670,4, Graduate, No,3200000,8400000,18,802,400000,0,9100000,4700000, Approved
1671,4, Not Graduate, Yes,1600000,4400000,20,382,1700000,300000,5200000,1900000, Rejected
1672,2, Not Graduate, No,3900000,14900000,6,415,2200000,4300000,9500000,4600000, Rejected
1673,5, Graduate, Yes,2000000,6300000,4,366,5300000,2200000,5400000,2800000, Approved
1674,1, Graduate, Yes,7600000,25400000,10,595,7900000,400000,24900000,11000000, Approved
1675,1, Not Graduate, No,9800000,21300000,2,356,23000000,12300000,25700000,14600000, Rejected
1676,5, Not Graduate, No,7900000,29900000,6,568,5800000,13900000,15900000,8700000, Approved
1677,1, Graduate, No,1600000,4000000,10,615,2200000,2700000,5500000,1400000, Approved
1678,1, Graduate, Yes,6400000,13900000,12,313,18600000,6300000,18600000,4900000, Rejected
1679,1, Graduate, Yes,6400000,17900000,6,575,6600000,7600000,23100000,5300000, Approved
1680,4, Graduate, No,1600000,5500000,10,577,400000,1200000,4100000,1400000, Approved
1681,0, Graduate, No,9200000,30700000,10,455,24900000,2000000,32900000,5200000, Rejected
1682,1, Not Graduate, No,7800000,24900000,6,500,15300000,10000000,16500000,4500000, Rejected
1683,1, Not Graduate, Yes,4000000,9400000,8,509,1000000,4100000,10800000,5500000, Rejected
1684,2, Not Graduate, Yes,6100000,19400000,8,379,5300000,10800000,14300000,4100000, Rejected
1685,5, Graduate, No,7100000,14500000,14,664,5300000,12900000,15700000,9200000, Approved
1686,0, Not Graduate, Yes,2500000,9900000,6,623,6000000,1800000,6200000,1800000, Approved
1687,5, Graduate, No,3200000,8700000,16,558,2600000,2500000,9100000,1800000, Approved
1688,4, Graduate, No,1700000,4300000,18,580,1500000,2400000,6600000,1700000, Approved
1689,4, Graduate, No,6300000,17600000,6,612,16000000,3300000,23500000,3200000, Approved
1690,4, Graduate, Yes,700000,2400000,14,705,0,100000,2000000,700000, Approved
1691,4, Graduate, Yes,1100000,2700000,18,301,2800000,1600000,3300000,1500000, Rejected
1692,1, Not Graduate, Yes,8900000,32000000,16,711,4300000,1200000,22100000,5200000, Approved
1693,3, Graduate, No,300000,700000,20,735,900000,200000,900000,400000, Approved
1694,1, Not Graduate, No,2200000,5200000,14,682,2600000,600000,6100000,1800000, Approved
1695,3, Not Graduate, No,3400000,13500000,10,348,7900000,3700000,8200000,4700000, Rejected
1696,0, Graduate, Yes,7900000,23500000,20,750,16800000,15300000,21200000,4000000, Approved
1697,3, Not Graduate, Yes,5800000,18200000,16,835,1000000,6100000,14600000,7900000, Approved
1698,0, Graduate, Yes,9400000,20000000,6,389,16000000,7100000,19400000,10200000, Rejected
1699,2, Graduate, No,4800000,18900000,4,866,10200000,6000000,13900000,5900000, Approved
1700,3, Not Graduate, No,7600000,26600000,4,689,5300000,600000,24300000,8600000, Approved
1701,0, Not Graduate, No,5900000,17600000,16,645,13000000,3100000,23400000,8600000, Approved
1702,1, Graduate, Yes,4300000,10100000,2,797,4400000,4500000,16300000,4700000, Approved
1703,5, Graduate, No,6100000,17800000,6,849,2900000,10900000,16100000,7800000, Approved
1704,5, Graduate, No,5400000,19700000,20,423,6500000,10000000,15700000,7300000, Rejected
1705,1, Not Graduate, Yes,5200000,11200000,2,370,9900000,10200000,16700000,6400000, Rejected
1706,5, Not Graduate, No,8500000,31300000,12,378,21400000,13100000,30400000,8800000, Rejected
1707,4, Not Graduate, No,900000,1900000,20,417,1000000,800000,2800000,900000, Rejected
1708,1, Not Graduate, No,1400000,4100000,20,530,1200000,1100000,3000000,1900000, Rejected
1709,1, Not Graduate, Yes,2400000,9300000,20,543,700000,800000,5000000,3400000, Rejected
1710,4, Graduate, No,6300000,15000000,18,750,800000,6500000,15400000,7700000, Approved
1711,1, Graduate, No,3100000,7600000,20,346,700000,4600000,8100000,4400000, Rejected
1712,4, Graduate, Yes,6900000,19000000,14,330,9300000,7100000,18800000,8400000, Rejected
1713,2, Not Graduate, Yes,3000000,7400000,10,712,5100000,1000000,11600000,3800000, Approved
1714,0, Not Graduate, No,3100000,10100000,14,376,6400000,2600000,11600000,4300000, Rejected
1715,4, Not Graduate, No,600000,1200000,14,338,500000,500000,2300000,500000, Rejected
1716,4, Not Graduate, Yes,4700000,13700000,14,600,12100000,8400000,17700000,5000000, Approved
1717,1, Graduate, No,2500000,6900000,20,495,4800000,3300000,5700000,3700000, Rejected
1718,0, Graduate, No,9700000,30400000,4,300,17100000,16600000,38100000,9200000, Approved
1719,4, Not Graduate, Yes,7600000,20000000,18,691,5000000,8700000,23400000,11200000, Approved
1720,1, Graduate, No,8400000,24700000,8,519,12900000,16700000,17300000,6000000, Rejected
1721,3, Graduate, Yes,3800000,15100000,20,540,9400000,1000000,9300000,3600000, Rejected
1722,3, Not Graduate, Yes,3100000,11400000,16,562,3600000,3600000,7200000,3100000, Approved
1723,2, Not Graduate, No,5700000,21300000,10,323,1600000,11200000,16200000,5100000, Rejected
1724,1, Graduate, Yes,5500000,19700000,10,312,12800000,4800000,19500000,3300000, Rejected
1725,1, Not Graduate, Yes,200000,600000,2,511,500000,100000,800000,200000, Approved
1726,3, Not Graduate, Yes,3700000,13800000,10,621,4000000,800000,11900000,5300000, Approved
1727,2, Not Graduate, Yes,1600000,4300000,20,512,3200000,2500000,6300000,900000, Rejected
1728,4, Graduate, No,3900000,11000000,2,786,7900000,1600000,10700000,2100000, Approved
1729,3, Not Graduate, Yes,700000,1600000,18,303,600000,500000,2000000,600000, Rejected
1730,3, Graduate, Yes,5800000,16700000,18,633,8100000,8400000,14700000,3700000, Approved
1731,4, Graduate, Yes,3800000,14000000,6,711,9500000,7300000,14500000,3100000, Approved
1732,2, Graduate, No,6400000,16900000,16,472,11100000,6000000,16300000,4500000, Rejected
1733,1, Graduate, Yes,5500000,12100000,4,350,6300000,9200000,17200000,6900000, Rejected
1734,1, Not Graduate, Yes,6800000,13700000,10,879,500000,2600000,22000000,6800000, Approved
1735,4, Not Graduate, No,6700000,13400000,10,436,3600000,1200000,23200000,7500000, Rejected
1736,1, Graduate, Yes,5300000,11500000,14,848,1300000,3600000,14700000,5700000, Approved
1737,2, Graduate, No,6600000,23200000,16,555,9900000,6500000,23300000,3300000, Approved
1738,2, Graduate, No,6600000,13100000,20,885,10900000,4300000,20600000,6200000, Approved
1739,0, Not Graduate, No,7600000,25200000,6,888,12700000,10900000,24500000,7500000, Approved
1740,4, Not Graduate, Yes,2500000,6100000,20,478,5900000,800000,9500000,3200000, Rejected
1741,4, Not Graduate, No,1100000,2500000,4,603,1900000,1400000,3900000,500000, Approved
1742,1, Not Graduate, No,2300000,8200000,8,784,2000000,0,7600000,1100000, Approved
1743,1, Graduate, Yes,3300000,11700000,4,682,3500000,5500000,12300000,1600000, Approved
1744,4, Graduate, Yes,2600000,5900000,6,471,3500000,1900000,7300000,3400000, Rejected
1745,4, Not Graduate, Yes,9300000,36700000,20,808,16500000,14700000,26500000,7100000, Approved
1746,4, Not Graduate, No,5300000,18500000,8,470,2900000,9300000,14900000,4900000, Rejected
1747,2, Not Graduate, No,5400000,13800000,20,574,900000,9200000,10900000,3700000, Approved
1748,4, Not Graduate, Yes,3500000,12000000,8,314,7700000,100000,12600000,2700000, Rejected
1749,2, Graduate, No,4200000,10200000,14,407,5900000,4500000,12000000,2500000, Rejected
1750,0, Not Graduate, Yes,9200000,34900000,4,702,16900000,16000000,24100000,9800000, Approved
1751,2, Graduate, No,4300000,9800000,2,499,4400000,4500000,12600000,5100000, Rejected
1752,1, Graduate, Yes,7500000,19900000,10,669,1800000,8800000,18100000,7300000, Approved
1753,5, Not Graduate, Yes,5400000,18800000,20,326,9700000,10100000,14800000,3200000, Rejected
1754,3, Not Graduate, No,5500000,16200000,18,778,4700000,10700000,15300000,6100000, Approved
1755,2, Not Graduate, Yes,2100000,4500000,2,787,4800000,2800000,6000000,2100000, Approved
1756,0, Graduate, No,3700000,12300000,16,831,8000000,2200000,11200000,2400000, Approved
1757,0, Graduate, No,8800000,32900000,18,576,1300000,8700000,32600000,5600000, Approved
1758,5, Not Graduate, No,5800000,22800000,12,600,16000000,1100000,20700000,5700000, Approved
1759,4, Graduate, No,7900000,30600000,2,569,7600000,3400000,20100000,7400000, Approved
1760,1, Not Graduate, Yes,3100000,6300000,20,867,1900000,6100000,6600000,4000000, Approved
1761,0, Not Graduate, No,4100000,14500000,12,441,9900000,300000,15700000,3900000, Rejected
1762,2, Not Graduate, Yes,9800000,32700000,2,304,4700000,19000000,24500000,8600000, Approved
